Course Title,University,Country,Course Area
Algorithms,Australian National University,Australia,IS Depth Elective
Data Wrangling,Australian National University,Australia,IS Depth Elective
Human Computer Interface Design and Evaluation,Australian National University,Australia,IS Depth Elective
Principles of Programming Languages,Australian National University,Australia,IS Depth Elective
Programming for Scientists,Australian National University,Australia,IS Depth Elective
Real-Time & Embedded Systems,Australian National University,Australia,IS Depth Elective
"Systems, Networks and Concurrency",Australian National University,Australia,IS Depth Elective
Computer Graphics,Australian National University,Australia,IS Options
Enterprise Systems in Business,Australian National University,Australia,IS Options
Robotics,Australian National University,Australia,IS Options
Bankruptcy and Insolvency,Australian National University,Australia,Law Major Elective-LLB/JD only
Climate Law,Australian National University,Australia,Law Major Elective-LLB/JD only
Commercial Law,Australian National University,Australia,Law Major Elective-LLB/JD only
Competition Law,Australian National University,Australia,Law Major Elective-LLB/JD only
Environmental Law,Australian National University,Australia,Law Major Elective-LLB/JD only
Feminist and Critical Legal Theory,Australian National University,Australia,Law Major Elective-LLB/JD only
Financial Markets and Takeovers,Australian National University,Australia,Law Major Elective-LLB/JD only
Law and Art: Representation and Critique,Australian National University,Australia,Law Major Elective-LLB/JD only
Law and the Humanities,Australian National University,Australia,Law Major Elective-LLB/JD only
Legislative Drafting and Technology,Australian National University,Australia,Law Major Elective-LLB/JD only
"Leviathan, Art, and Law: Constituting the Body Politic",Australian National University,Australia,Law Major Elective-LLB/JD only
Restitution,Australian National University,Australia,Law Major Elective-LLB/JD only
Special Law Elective 1: Animals and the Law,Australian National University,Australia,Law Major Elective-LLB/JD only
Succession,Australian National University,Australia,Law Major Elective-LLB/JD only
The Law of Money,Australian National University,Australia,Law Major Elective-LLB/JD only
Gender and Culture in Iran & Middle East,Australian National University,Australia,SSMR (Social Science)
Perspectives on Crime from Psychology and Criminology,Australian National University,Australia,SSMR (Social Science)
Taiwan: History and Culture,Australian National University,Australia,SSMR (Social Science)
The Mongol Empire in World History,Australian National University,Australia,SSMR (Social Science)
ECONOMIC DEVELOPMENT AND POLICY,La Trobe University,Australia,Development Economics
Consumer Behaviour (MKT2CBE),La Trobe University,Australia,Business Option
Economics of Developing Countries,La Trobe University,Australia,Business Option
INVESTMENT AND PORTFOLIO MANAGEMENT,La Trobe University,Australia,Business Option
Introduction to International Business,La Trobe University,Australia,Business Option
MERGERS AND ACQUISITIONS,La Trobe University,Australia,Business Option
SERVICES MARKETING,La Trobe University,Australia,Business Option
DESTINATION MARKETING AND MANAGEMENT,La Trobe University,Australia,Marketing Major Elective
SOCIAL MEDIA AND RELATIONSHIP MARKETING,La Trobe University,Australia,Marketing Major Elective
Communication Theory and Analysis,La Trobe University,Australia,Corp Comm Major Elective
Strategic Communication Issues and Crisis Management,La Trobe University,Australia,Corp Comm Major Elective
ECM1001 ECONOMIC AND FINANCE DATA ANALYSIS,La Trobe University,Australia,Economics Major Elective
SOCIAL ENTREPRENEURSHIP: THE BIG IDEA,La Trobe University,Australia,Entrepreneurship Cluster
GLOBALISATION AND DEVELOPMENT,La Trobe University,Australia,Globalisation
INTRODUCTION TO INTERNATIONAL BUSINESS,La Trobe University,Australia,Globalisation
GLOBALISATION AND DEVELOPMENT,La Trobe University,Australia,Global and Regional Studies
INTRODUCTION TO ASIA: JAPAN AND INDONESIA,La Trobe University,Australia,Global and Regional Studies
Competition policy and law,La Trobe University,Australia,Law Major Elective-LLB/JD only
Dispute Resolution,La Trobe University,Australia,Law Major Elective-LLB/JD only
EMPLOYMENT AND LABOR RELATIONS LAW,La Trobe University,Australia,Law Major Elective-LLB/JD only
ENVIRONMENTAL & NATURAL RESOURCES LAW,La Trobe University,Australia,Law Major Elective-LLB/JD only
Income Taxation Law,La Trobe University,Australia,Law Major Elective-LLB/JD only
International Criminal Law,La Trobe University,Australia,Law Major Elective-LLB/JD only
Justice after atrocity,La Trobe University,Australia,Law Major Elective-LLB/JD only
Marketing Law,La Trobe University,Australia,Law Major Elective-LLB/JD only
SOCIAL MEDIA AND RELATIONSHIP MARKETING,La Trobe University,Australia,Technology Studies
Financial analysis and valuation,Monash University,Australia,AO (Financial Management Track
"Asia's underside: Violence, crime and protest",Monash University,Australia,Asian Studies
Contemporary Japan,Monash University,Australia,Asian Studies
Global Asia,Monash University,Australia,Asian Studies
"Indonesia now: Culture, conflict and crisis management in the Asian century",Monash University,Australia,Asian Studies
War and memory in the Asia Pacific: Legacies of World War II,Monash University,Australia,Asian Studies
Managing Employee Relations,Monash University,Australia,Business Option
Organisations and Society,Monash University,Australia,Business Option
Entrepreneurship,Monash University,Australia,Entrepreneurship Cluster
"Innovation, entrepreneurship and intrapreneurship",Monash University,Australia,Entrepreneurship Cluster
"Prosperity, poverty and sustainability in a globalised world",Monash University,Australia,Globalisation
The global challenge,Monash University,Australia,Globalisation
"AI, technology and the law",Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4193 Biotechnology and the law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4198 Australian Commercial Law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4244 Construction law (dispute resolution),Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4313 International Environmental Law,Monash University,Australia,Law Major Elective-LLB/JD only
"LAW 4342- Patents, Trade Marks and Unfair Competition",Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4702 Competition and Consumer Law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW 4704 Taxation Law,Monash University,Australia,Law Major Elective-LLB/JD only
"LAW4140 - The media, defamation and privacy",Monash University,Australia,Law Major Elective-LLB/JD only
LAW4184 - International criminal law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4227 Criminal Investigation Law and Procedure,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4230 Animal Law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4311 - Succession law,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4312 Legal Issues in Medicine,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4341 Copyright and Designs,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4701 - Commercial transactions,Monash University,Australia,Law Major Elective-LLB/JD only
LAW4702 Competition and Consumer Law,Monash University,Australia,Law Major Elective-LLB/JD only
Law of employment,Monash University,Australia,Law Major Elective-LLB/JD only
Litigation and Dispute Resolution,Monash University,Australia,Law Major Elective-LLB/JD only
